,Train Loss,Val Loss
0,0.017775059929950668,0.01188759134331023
1,0.009311307158653115,0.011432636061179873
2,0.008379332614320483,0.009546904998234466
3,0.007919715988924632,0.010103309300638156
4,0.007664738097578477,0.009790779258510672
5,0.007574294781554323,0.009500800868492908
6,0.0072463853487267265,0.008981581002851995
7,0.007061623233443775,0.009789661899199135
8,0.0070091298393333504,0.009128455821225442
9,0.006875048221537463,0.009208833065785835
10,0.00682882379897748,0.00963070968872925
11,0.006897929419817607,0.009333545656422047
12,0.006449306483172709,0.00881846107360364
13,0.006495030313469855,0.008513364586242383
14,0.006345771653142643,0.00849683424435628
15,0.0062999932616850255,0.008307081084266463
16,0.006208312663472096,0.008205845812458019
17,0.006061894312716874,0.008113819147940795
18,0.006009085287452795,0.008616354568310553
19,0.005975811095585569,0.008125759196573837
20,0.005855240154911296,0.008600832201071208
21,0.005783744802840654,0.008148292374243412
22,0.00579892197976965,0.007802838619966108
23,0.005745923019186577,0.007987553900684233
24,0.005741017888450193,0.008375279369106963
25,0.0050038099278562525,0.0074488572895527825
26,0.00499068541577023,0.007394560196445842
27,0.005000124064578684,0.007268443394423462
28,0.004977671704176506,0.007295225957201752
29,0.004907066178260945,0.0072860914389818645
30,0.004859660595929301,0.00734207410439433
31,0.004835052057195091,0.006961411001731507
32,0.004844552491343332,0.007073076247525305
33,0.0047998882679439,0.007310269033202748
34,0.004802544438383406,0.007349479980355887
35,0.0047793920441887685,0.0070761715149032555
36,0.004760126788142372,0.007076177358886795
37,0.004733529554593194,0.0068227379455956545
38,0.004718610969424356,0.007137697846175319
39,0.004731263503449451,0.006749270509628608
40,0.004660706937475544,0.006849982086101022
41,0.0046259744369160204,0.0068372863616429904
42,0.00472601280673119,0.006830272052485722
43,0.004680788155064505,0.006902935095432914
44,0.004652055287669436,0.0068340621065553645
45,0.00466739393822777,0.0067495717787398185
46,0.0045828337009986755,0.006683527780433394
47,0.004618484845954888,0.006895634771742228
48,0.004618751922160641,0.006649349845516837
49,0.00460556588606153,0.007359735409477107
50,0.004291898943332809,0.006482386134494588
51,0.004299572879512766,0.006459561503251487
52,0.004321806841207818,0.006351255026859957
53,0.004288434409460038,0.006361895574596286
54,0.004268173794367484,0.006348315757962355
55,0.004235545589972284,0.006409354779721356
56,0.004235443733051639,0.006506003675659852
57,0.0042458420768500295,0.006281692868021634
58,0.00421475348315632,0.006292510051222305
59,0.004194695064396503,0.006322314298454947
60,0.004178410830405153,0.00631195421891673
61,0.004188460071825951,0.0063356925931348325
62,0.004148847284945068,0.006267916703413335
63,0.0041624276382633725,0.006142654205603444
64,0.004149429151157709,0.006220148400136867
65,0.004139059877424264,0.0062458992752555224
66,0.004116429848641046,0.006140628685963174
67,0.004107235008428738,0.006175824602896676
68,0.004108288905693948,0.006260005438410863
69,0.004066294172104856,0.006172227037190669
70,0.004111896746570353,0.0062071571513973665
71,0.004087310089750685,0.006107566137300225
72,0.004073813164432353,0.006282830763314167
73,0.004073736031694071,0.006159836937012971
74,0.004061394700525556,0.006125241018923781
75,0.003914781748371143,0.006062460050047325
76,0.003916737081817129,0.0060007351033439585
77,0.003911055244184602,0.006049430622480819
78,0.003921869552841676,0.006160096492440944
79,0.0039152712324201045,0.0060459176112667885
80,0.0038979553572739208,0.006097983805815239
81,0.0038989019304169325,0.005976822250400046
82,0.0038906372307711866,0.00603219938368665
83,0.003889476129846584,0.006043634031016789
84,0.003885849035319832,0.006079526480581637
85,0.00388547285469304,0.006094202701045369
86,0.003903177504338874,0.006123420606723496
87,0.0038887137898533904,0.0060524374750135085
88,0.003877732742307181,0.0060055233790333815
89,0.0038723348170664165,0.006003817983044329
90,0.0038723634647817237,0.006046354155417805
91,0.003868575555197739,0.006031694582358664
92,0.00385874713363664,0.006026507700356712
93,0.0038533633130195463,0.006004372978006664
94,0.0038571282518816844,0.006002628138509953
95,0.003849375239425346,0.005982364957974541
96,0.0038461895683618167,0.005985384701532202
97,0.0038574584506446572,0.005955460261377489
98,0.0038434165680587534,0.005978007625899777
99,0.003844059806023918,0.0060208184386759825
